YEAR,PLAYER,SALARY
2006,Richard Jefferson,"$10,200,000"
2006,Jamal Mashburn,"$10,075,000"
2006,Steve Nash,"$9,625,000"
2006,Rashard Lewis,"$9,571,429"
2006,Marcus Camby,"$9,400,000"
2006,Maurice Taylor,"$9,100,000"
2006,Jason Richardson,"$8,888,888"
2006,Brad Miller,"$8,750,000"
2006,Zydrunas Ilgauskas,"$8,743,238"
2006,Kelvin Cato,"$8,640,000"
2006,Samuel Dalembert,"$8,477,178"
2006,Tony Parker,"$8,400,000"
2006,Jerry Stackhouse,"$8,367,187"
2006,Jamaal Magloire,"$8,333,334"
2006,Tyson Chandler,"$8,299,670"
2006,Mehmet Okur,"$8,250,000"
2006,Kenny Thomas,"$8,183,769"
2006,Richard Hamilton,"$8,125,000"
2006,Andre Miller,"$8,100,000"
2006,Bobby Simmons,"$8,000,000"
2006,Bonzi Wells,"$8,000,000"
2006,P.J. Brown,"$8,000,000"
2006,Austin Croshere,"$7,900,000"
2006,Lorenzen Wright,"$7,700,000"
2006,Erick Dampier,"$7,662,500"
2006,Jason Williams,"$7,562,500"
2006,Peja Stojakovic,"$7,525,000"
2006,Doug Christie,"$7,500,000"
2006,Kwame Brown,"$7,500,000"
2006,Ben Wallace,"$7,500,000"
2006,Manu Ginobili,"$7,428,937"
2006,Eddy Curry,"$7,394,663"
2006,Troy Murphy,"$7,365,079"
2006,Adonal Foyle,"$7,312,500"
2006,Darius Miles,"$7,250,000"
2006,Cuttino Mobley,"$7,241,379"
2006,Desmond Mason,"$7,233,333"
2006,Jonathan Bender,"$7,175,000"
2006,Kurt Thomas,"$7,085,919"
2006,Corey Maggette,"$7,000,000"
2006,Malik Rose,"$6,979,147"
2006,Al Harrington,"$6,975,500"
2006,Quentin Richardson,"$6,945,500"
2006,Howard Eisley,"$6,906,000"
2006,Antoine Walker,"$6,884,000"
2006,Mike Miller,"$6,871,431"
2006,Metta World Peace,"$6,842,105"
2006,Rasho Nesterovic,"$6,720,000"
2006,Jason Terry,"$6,666,667"
2006,Jamal Crawford,"$6,480,000"
2006,Joe Smith,"$6,353,200"
2006,Ruben Patterson,"$6,353,200"
2006,Alvin Williams,"$6,300,000"
2006,Scot Pollard,"$6,274,935"
2006,Danny Fortson,"$6,207,670"
2006,Sam Cassell,"$6,187,500"
2006,Corliss Williamson,"$6,000,000"
2006,Ricky Davis,"$5,909,800"
2006,Chauncey Billups,"$5,909,800"
2006,Juwan Howard,"$5,900,400"
2006,Michael Olowokandi,"$5,900,400"
2006,Stephen Jackson,"$5,610,000"
2006,Yao Ming,"$5,594,906"
2006,Mark Blount,"$5,515,875"
2006,Nazr Mohammed,"$5,500,000"
2006,Jason Collins,"$5,500,000"
2006,Eric Snow,"$5,484,375"
2006,Jamaal Tinsley,"$5,400,000"
2006,Hedo Turkoglu,"$5,393,300"
2006,Derek Fisher,"$5,393,300"
2006,Marquis Daniels,"$5,393,300"
2006,Etan Thomas,"$5,393,300"
2006,Marko Jaric,"$5,280,528"
2006,Troy Hudson,"$5,253,000"
2006,Tony Battie,"$5,200,000"
2006,David Wesley,"$5,075,000"
2006,Matt Harpring,"$5,020,000"
2006,Devean George,"$5,000,600"
2006,Stromile Swift,"$5,000,000"
2006,Antonio Daniels,"$5,000,000"
2006,Gerald Wallace,"$5,000,000"
2006,Udonis Haslem,"$5,000,000"
2006,Shareef Abdur-Rahim,"$5,000,000"
2006,Jerome James,"$5,000,000"
2006,Brian Skinner,"$4,950,000"
2006,Brian Cardinal,"$4,950,000"
2006,Shane Battier,"$4,903,000"
2006,Donyell Marshall,"$4,799,108"
2006,Dan Gadzuric,"$4,750,000"
2006,Brent Barry,"$4,691,390"
2006,LeBron James,"$4,621,800"
2006,Brevin Knight,"$4,600,000"
2006,Morris Peterson,"$4,550,000"
2006,Marc Jackson,"$4,550,000"
2006,Mike Dunleavy,"$4,506,261"
2006,Andrea Bargnani,"$4,501,200"
2006,Chucky Atkins,"$4,500,000"
2006,Dwight Howard,"$4,493,160"
2006,Greg Ostertag,"$4,400,000"
2006,Trenton Hassell,"$4,350,000"
2006,Andrew Bogut,"$4,340,520"
2006,Raja Bell,"$4,250,000"
2006,Damon Stoudamire,"$4,250,000"
2006,Moochie Norris,"$4,200,000"
2006,Eduardo Najera,"$4,190,476"
2006,Darko Milicic,"$4,135,200"
2006,Drew Gooden,"$4,065,811"
2006,Emeka Okafor,"$4,020,120"
2006,Brendan Haywood,"$4,000,000"
2006,Zaza Pachulia,"$4,000,000"
2006,Carlos Arroyo,"$4,000,000"
2006,Eric Williams,"$3,938,000"
2006,Marvin Williams,"$3,883,000"
2006,Rafer Alston,"$3,850,000"
2006,Chris Mihm,"$3,792,817"
2006,Carmelo Anthony,"$3,713,640"
2006,Kyle Korver,"$3,636,364"
2006,Ben Gordon,"$3,610,200"
2006,Speedy Claxton,"$3,600,000"
2006,Damon Jones,"$3,596,924"
2006,Voshon Lenard,"$3,520,000"
2006,Bob Sura,"$3,520,000"
2006,Dale Davis,"$3,500,000"
2006,Tyronn Lue,"$3,500,000"
2006,Deron Williams,"$3,487,440"
2006,Mike James,"$3,410,000"
2006,Jeff McInnis,"$3,400,000"
2006,Aaron Williams,"$3,375,000"
2006,Bruce Bowen,"$3,375,000"
2006,Bobby Jackson,"$3,375,000"
2006,Chris Bosh,"$3,348,000"
2006,Vitaly Potapenko,"$3,325,416"
2006,Shaun Livingston,"$3,254,880"
2006,Pat Garrity,"$3,231,250"
2006,Othella Harrington,"$3,200,000"
2006,Vladimir Radmanovic,"$3,166,154"
2006,Chris Paul,"$3,144,240"
2006,Keyon Dooling,"$3,100,000"
2006,Nene Hilario,"$3,039,889"
2006,Dwyane Wade,"$3,031,920"
2006,Kareem Rush,"$3,000,000"
2006,Zeljko Rebraca,"$3,000,000"
2006,Robert Horry,"$3,000,000"
2006,Eric Piatkowski,"$3,000,000"
2006,Slava Medvedenko,"$3,000,000"
2006,Kevin Ollie,"$2,950,200"
2006,Ira Newble,"$2,950,200"
2006,Devin Harris,"$2,947,440"
2006,Tony Delk,"$2,925,000"
2006,Jake Tsakalidis,"$2,900,000"
2006,Raymond Felton,"$2,847,360"
2006,Steven Hunter,"$2,844,828"
2006,Chris Wilcox,"$2,812,239"
2006,Chris Duhon,"$2,800,000"
2006,Andres Nocioni,"$2,775,000"
2006,Chris Kaman,"$2,753,760"
2006,Primoz Brezec,"$2,750,000"
2006,Earl Boykins,"$2,750,000"
2006,DeShawn Stevenson,"$2,750,000"
2006,Josh Childress,"$2,677,200"
2006,Michael Finley,"$2,675,000"
2006,Michael Doleac,"$2,640,000"
2006,Jim Jackson,"$2,640,000"
2006,Amar'e Stoudemire,"$2,589,023"
2006,Brian Scalabrine,"$2,586,207"
2006,Martell Webster,"$2,586,120"
2006,Kirk Hinrich,"$2,513,880"
2006,Bostjan Nachbar,"$2,500,000"
2006,Damien Wilkins,"$2,500,000"
2006,Juan Dixon,"$2,500,000"
2006,Caron Butler,"$2,461,617"
2006,Luol Deng,"$2,443,920"
2006,Jared Jeffries,"$2,433,824"
2006,Anthony Johnson,"$2,420,000"
2006,Melvin Ely,"$2,401,027"
2006,James Jones,"$2,400,000"
2006,Charlie Villanueva,"$2,360,880"
2006,Jose Calderon,"$2,333,334"
2006,Fred Jones,"$2,328,843"
2006,Fabricio Oberto,"$2,325,000"
2006,T.J. Ford,"$2,303,040"
2006,Dan Dickau,"$2,255,350"
2006,Rafael Araujo,"$2,238,960"
2006,Darius Songaila,"$2,200,000"
2006,Jiri Welsch,"$2,177,114"
2006,Channing Frye,"$2,162,880"
2006,Michael Sweetney,"$2,116,920"
2006,Andre Iguodala,"$2,058,000"
2006,Jake Voskuhl,"$2,015,625"
2006,Jarvis Hayes,"$2,011,080"
2006,Matt Bonner,"$2,000,000"
2006,Mark Madsen,"$2,000,000"
2006,Toni Kukoc,"$2,000,000"
2006,Dikembe Mutombo,"$2,000,000"
2006,DeSagana Diop,"$2,000,000"
2006,Ike Diogu,"$1,988,160"
2006,Luke Jackson,"$1,955,160"
2006,Mickael Pietrus,"$1,910,520"
2006,Andrew Bynum,"$1,888,680"
2006,Jumaine Jones,"$1,875,000"
2006,Andris Biedrins,"$1,857,360"
2006,Nick Collison,"$1,815,000"
2006,Jon Barry,"$1,800,000"
2006,Robert Swift,"$1,764,480"
2006,Tayshaun Prince,"$1,763,115"
2006,Calbert Cheaney,"$1,760,000"
2006,Reggie Evans,"$1,760,000"
2006,Mo Williams,"$1,760,000"
2006,Lindsey Hunter,"$1,760,000"
2006,Marcus Banks,"$1,724,280"
2006,Jarron Collins,"$1,700,000"
2006,John Salmons,"$1,699,001"
2006,Sebastian Telfair,"$1,676,280"
2006,Yaroslav Korolev,"$1,670,000"
2006,Michael Ruffin,"$1,670,000"
2006,Derek Anderson,"$1,670,000"
2006,Malik Allen,"$1,670,000"
2006,Greg Buckner,"$1,670,000"
2006,Luke Ridnour,"$1,638,000"
2006,Sean May,"$1,619,280"
2006,Scott Padgett,"$1,600,000"
2006,Devin Brown,"$1,592,400"
2006,Kris Humphries,"$1,592,400"
2006,Joel Przybilla,"$1,560,000"
2006,Josh Smith,"$1,560,000"
2006,Reece Gaines,"$1,556,160"
2006,Jason Hart,"$1,540,000"
2006,Rashad McCants,"$1,538,400"
2006,Al Jefferson,"$1,512,840"
2006,Maurice Evans,"$1,500,000"
2006,Antoine Wright,"$1,461,360"
2006,Kirk Snyder,"$1,437,240"
2006,Zarko Cabarkapa,"$1,404,360"
2006,Milt Palacio,"$1,400,000"
2006,Joey Graham,"$1,388,400"
2006,David West,"$1,334,160"
2006,Danny Granger,"$1,318,920"
2006,Rasual Butler,"$1,300,000"
2006,J.R. Smith,"$1,297,080"
2006,Sasha Pavlovic,"$1,274,160"
2006,Gerald Green,"$1,253,040"
2006,Dorell Wright,"$1,238,640"
2006,Dahntay Jones,"$1,223,160"
2006,Hakim Warrick,"$1,196,520"
2006,Jameer Nelson,"$1,189,200"
2006,Boris Diaw,"$1,174,200"
2006,Julius Hodge,"$1,148,760"
2006,Pavel Podkolzin,"$1,141,560"
2006,Bryon Russell,"$1,138,500"
2006,Alonzo Mourning,"$1,138,500"
2006,Bo Outlaw,"$1,138,500"
2006,Stacey Augmon,"$1,138,500"
2006,Zoran Planinic,"$1,127,280"
2006,Keith McLeod,"$1,125,000"
2006,Luke Walton,"$1,125,000"
2006,Nate Robinson,"$1,102,680"
2006,Jason Kapono,"$1,100,000"
2006,Matt Carroll,"$1,100,000"
2006,Victor Khryapa,"$1,095,960"
2006,Travis Outlaw,"$1,082,160"
2006,Darrick Martin,"$1,081,575"
2006,Jarrett Jack,"$1,058,640"
2006,Brian Cook,"$1,038,960"
2006,Walter McCarty,"$1,035,000"
2006,Jacque Vaughn,"$1,029,873"
2006,Mikki Moore,"$1,029,873"
2006,Sergei Monia,"$1,016,400"
2006,Francisco Garcia,"$1,016,400"
2006,Delonte West,"$1,010,040"
2006,Nenad Krstic,"$1,010,040"
2006,John Edwards,"$1,000,000"
2006,Steve Blake,"$1,000,000"
2006,Luther Head,"$975,600"
2006,Tony Allen,"$969,600"
2006,Carlos Delfino,"$969,600"
2006,Anthony Carter,"$965,185"
2006,Kevin Martin,"$937,440"
2006,Johan Petro,"$936,600"
2006,Kendrick Perkins,"$936,480"
2006,Leandro Barbosa,"$930,600"
2006,Josh Howard,"$923,880"
2006,Sasha Vujacic,"$910,440"
2006,Jason Maxiell,"$905,640"
2006,Beno Udrih,"$904,800"
2006,Ryan Bowen,"$900,498"
2006,Calvin Booth,"$900,498"
2006,David Harrison,"$898,200"
2006,Jannero Pargo,"$895,248"
2006,Ronald Murray,"$895,248"
2006,Didier Ilunga-Mbenga,"$880,000"
2006,Linas Kleiza,"$879,360"
2006,Keith Bogans,"$869,373"
2006,Wayne Simien,"$867,720"
2006,Anderson Varejao,"$866,800"
2006,David Lee,"$861,360"
2006,Maciej Lampe,"$858,534"
2006,Adrian Griffin,"$844,537"
2006,Zendon Hamilton,"$835,810"
2006,Lee Nailon,"$835,810"
2006,Eddie Gill,"$835,810"
2006,Mateen Cleaves,"$835,810"
2006,Laron Profit,"$835,810"
2006,Loren Woods,"$780,000"
2006,Mike Wilks,"$771,123"
2006,Michael Bradley,"$771,123"
2006,Pat Burke,"$750,000"
2006,Nikoloz Tskitishvili,"$745,248"
2006,Richie Frahm,"$745,248"
2006,Lonny Baxter,"$745,248"
2006,Terence Morris,"$745,248"
2006,Smush Parker,"$745,248"
2006,Rick Brunson,"$719,373"
2006,Alan Henderson,"$719,373"
2006,Francisco Elson,"$719,373"
2006,Nick Van Exel,"$719,373"
2006,Sean Marks,"$719,373"
2006,Ronald Dupree,"$719,373"
2006,Linton Johnson,"$719,373"
2006,Jamal Sampson,"$719,373"
2006,Charles Smith,"$719,373"
2006,Darrell Armstrong,"$719,373"
2006,Jermaine Jackson,"$696,508"
2006,Salim Stoudamire,"$675,000"
2006,Peter John Ramos,"$660,000"
2006,Esteban Batista,"$644,209"
2006,Royal Ivey,"$641,748"
2006,Awvee Storey,"$641,748"
2006,Antonio Burks,"$641,748"
2006,Mario Kasun,"$641,748"
2006,Seung Jin Ha,"$641,748"
2006,Jackie Butler,"$641,748"
2006,Pape Sow,"$641,748"
2006,Earl Barron,"$641,748"
2006,Bernard Robinson,"$641,747"
2006,Matt Barnes,"$627,251"
2006,James Singleton,"$625,000"
2006,Daniel Ewing,"$450,000"
2006,Louis Williams,"$450,000"
2006,Monta Ellis,"$448,762"
2006,Ryan Gomes,"$428,762"
2006,Chris Taft,"$423,762"
2006,Alan Anderson,"$398,762"
2006,Boniface N'Dong,"$398,762"
2006,Anthony Roberson,"$398,762"
2006,Alex Acker,"$398,762"
2006,Brandon Bass,"$398,762"
2006,Orien Greene,"$398,762"
2006,Kevin Burleson,"$398,762"
2006,Rawle Marshall,"$398,762"
2006,Dwayne Jones II,"$398,762"
2006,Robert Whaley,"$398,762"
2006,Gerald Fitch,"$398,762"
2006,Martynas Andriuskevicius,"$398,762"
2006,Amir Johnson,"$398,762"
2006,Dijon Thompson,"$398,762"
2006,C.J. Miles,"$398,761"
2006,Donell Taylor,"$398,672"
2006,Chuck Hayes,"$248,118"
2007,Kevin Garnett,"$21,000,000"
2007,Shaquille O'Neal,"$20,000,000"
2007,Jason Kidd,"$18,084,000"
2007,Jermaine O'Neal,"$18,084,000"
2007,Kobe Bryant,"$17,718,750"
2007,Tim Duncan,"$17,429,673"
2007,Allen Iverson,"$17,184,375"
2007,Stephon Marbury,"$17,184,375"
2007,Tracy McGrady,"$16,901,500"
2007,Grant Hill,"$16,901,500"
2007,Ben Wallace,"$16,000,000"
2007,Vince Carter,"$15,101,626"
2007,Antawn Jamison,"$15,101,626"
2007,Dirk Nowitzki,"$15,101,622"
2007,Steve Francis,"$15,070,000"
2007,Shawn Marion,"$15,070,000"
2007,Ray Allen,"$14,611,570"
2007,Elton Brand,"$14,248,000"
2007,Larry Hughes,"$13,363,012"
2007,Michael Redd,"$13,260,000"
2007,Joe Johnson,"$12,744,190"
2007,Mike Bibby,"$12,500,000"
2007,Amar'e Stoudemire,"$12,455,000"
2007,Yao Ming,"$12,455,000"
2007,Pau Gasol,"$12,364,000"
2007,Andrei Kirilenko,"$12,364,000"
2007,Lamar Odom,"$12,348,596"
2007,Kenyon Martin,"$12,068,182"
2007,Zach Randolph,"$12,000,000"
2007,Wally Szczerbiak,"$11,775,000"
2007,Theo Ratliff,"$11,666,666"
2007,Rasheed Wallace,"$11,650,000"
2007,Raef LaFrentz,"$11,532,037"
2007,Carlos Boozer,"$11,260,483"
2007,Richard Jefferson,"$11,200,000"
2007,Gilbert Arenas,"$11,096,800"
2007,Peja Stojakovic,"$10,800,000"
2007,Steve Nash,"$10,500,000"
2007,Jason Richardson,"$9,999,999"
2007,Erick Dampier,"$9,628,000"
2007,Brad Miller,"$9,625,000"
2007,Samuel Dalembert,"$9,464,307"
2007,Tony Parker,"$9,450,000"
2007,Zydrunas Ilgauskas,"$9,442,697"
2007,Rashard Lewis,"$9,350,649"
2007,Jerry Stackhouse,"$9,296,874"
2007,Richard Hamilton,"$9,187,500"
2007,Tyson Chandler,"$9,150,000"
2007,Andre Miller,"$8,966,666"
2007,Marcus Camby,"$8,800,000"
2007,Bobby Simmons,"$8,640,000"
2007,P.J. Brown,"$8,560,000"
2007,Jamaal Magloire,"$8,433,334"
2007,Kwame Brown,"$8,287,500"
2007,Troy Murphy,"$8,285,714"
2007,Manu Ginobili,"$8,254,374"
2007,Jason Williams,"$8,250,000"
2007,Mehmet Okur,"$8,250,000"
2007,Eddy Curry,"$8,171,103"
2007,Cuttino Mobley,"$8,125,000"
2007,Adonal Foyle,"$8,125,000"
2007,Doug Christie,"$8,125,000"
2007,Jason Terry,"$8,100,000"
2007,Desmond Mason,"$8,037,036"
2007,Nene Hilario,"$8,000,000"
2007,Tayshaun Prince,"$7,851,240"
2007,Kurt Thomas,"$7,821,482"
2007,Darius Miles,"$7,750,000"
2007,Al Harrington,"$7,625,000"
2007,Mike Miller,"$7,623,813"
2007,Antoine Walker,"$7,606,820"
2007,Metta World Peace,"$7,526,316"
2007,Quentin Richardson,"$7,525,500"
2007,Malik Rose,"$7,525,397"
2007,Mike Dunleavy,"$7,438,016"
2007,Caron Butler,"$7,438,000"
2007,Austin Croshere,"$7,300,000"
2007,Mark Blount,"$7,288,165"
2007,Rasho Nesterovic,"$7,280,000"
2007,Jamal Crawford,"$7,200,000"
2007,Kenny Thomas,"$7,187,500"
2007,Corey Maggette,"$7,000,000"
2007,Speedy Claxton,"$6,854,546"
2007,Sam Cassell,"$6,850,000"
2007,Joe Smith,"$6,807,000"
2007,Ruben Patterson,"$6,807,000"
2007,Drew Gooden,"$6,645,402"
2007,Danny Fortson,"$6,596,990"
2007,Matt Harpring,"$6,500,000"
2007,Corliss Williamson,"$6,500,000"
2007,Juwan Howard,"$6,392,100"
2007,James Posey,"$6,392,100"
2007,Ricky Davis,"$6,364,400"
2007,Chauncey Billups,"$6,364,400"
2007,Chris Wilcox,"$6,250,000"
2007,Stephen Jackson,"$6,120,000"
2007,Eric Snow,"$6,093,750"
2007,Antonio McDyess,"$5,883,600"
2007,Derek Fisher,"$5,883,600"
2007,Marquis Daniels,"$5,883,600"
2007,Etan Thomas,"$5,883,600"
2007,Jamaal Tinsley,"$5,850,000"
2007,LeBron James,"$5,828,089"
2007,Jason Collins,"$5,800,000"
2007,Tony Battie,"$5,746,000"
2007,Donyell Marshall,"$5,633,037"
2007,Troy Hudson,"$5,603,000"
2007,Gerald Wallace,"$5,525,000"
2007,Marko Jaric,"$5,525,000"
2007,Udonis Haslem,"$5,525,000"
2007,Jeff Foster,"$5,500,000"
2007,Brian Skinner,"$5,400,000"
2007,Stromile Swift,"$5,400,000"
2007,Shareef Abdur-Rahim,"$5,400,000"
2007,Jerome James,"$5,400,000"
2007,Shane Battier,"$5,393,300"
2007,Dan Gadzuric,"$5,252,065"
2007,Bobby Jackson,"$5,250,000"
2007,Darko Milicic,"$5,218,622"
2007,Nazr Mohammed,"$5,215,000"
2007,Jared Jeffries,"$5,215,000"
2007,Mike James,"$5,215,000"
2007,Vladimir Radmanovic,"$5,215,000"
2007,Brent Barry,"$5,117,880"
2007,Marc Jackson,"$4,875,000"
2007,Dwight Howard,"$4,806,720"
2007,Carmelo Anthony,"$4,694,041"
2007,Andrew Bogut,"$4,665,960"
2007,Eduardo Najera,"$4,571,428"
2007,Morris Peterson,"$4,550,000"
2007,Andrea Bargnani,"$4,501,200"
2007,Raja Bell,"$4,500,000"
2007,Brendan Haywood,"$4,500,000"
2007,Brevin Knight,"$4,400,000"
2007,John Salmons,"$4,400,000"
2007,Trenton Hassell,"$4,350,000"
2007,Emeka Okafor,"$4,300,560"
2007,Eric Williams,"$4,296,000"
2007,Chris Bosh,"$4,235,220"
2007,Chris Mihm,"$4,214,241"
2007,Rafer Alston,"$4,200,000"
2007,Marvin Williams,"$4,174,800"
2007,Kevin Durant,"$4,171,200"
2007,Anthony Parker,"$4,150,000"
2007,Carlos Arroyo,"$4,100,000"
2007,Damon Stoudamire,"$4,050,000"
2007,LaMarcus Aldridge,"$4,027,320"
2007,Kyle Korver,"$4,018,182"
2007,Reggie Evans,"$4,000,000"
2007,Gordan Giricek,"$4,000,000"
2007,Zaza Pachulia,"$4,000,000"
2007,Andres Nocioni,"$3,950,000"
2007,Damon Jones,"$3,884,678"
2007,Ben Gordon,"$3,862,080"
2007,Shaun Livingston,"$3,841,920"
2007,Dwyane Wade,"$3,841,443"
2007,Bob Sura,"$3,840,000"
2007,Jorge Garbajosa,"$3,750,000"
2007,Bruce Bowen,"$3,750,000"
2007,Deron Williams,"$3,749,040"
2007,Vitaly Potapenko,"$3,674,584"
2007,Darius Songaila,"$3,650,000"
2007,Adam Morrison,"$3,616,680"
2007,Jeff McInnis,"$3,600,000"
2007,Marcus Banks,"$3,600,000"
2007,Pat Garrity,"$3,525,000"
2007,Dale Davis,"$3,500,000"
2007,Tyronn Lue,"$3,500,000"
2007,Chris Kaman,"$3,491,767"
2007,Chris Paul,"$3,380,160"
2007,Keyon Dooling,"$3,348,000"
2007,Robert Horry,"$3,315,000"
2007,Melvin Ely,"$3,303,813"
2007,Tyrus Thomas,"$3,260,760"
2007,Lorenzen Wright,"$3,250,000"
2007,Greg Buckner,"$3,240,741"
2007,Zeljko Rebraca,"$3,240,000"
2007,Kevin Ollie,"$3,196,050"
2007,Ira Newble,"$3,196,050"
2007,Kirk Hinrich,"$3,192,628"
2007,Devin Harris,"$3,153,120"
2007,Fred Jones,"$3,100,000"
2007,Trevor Ariza,"$3,100,000"
2007,Raymond Felton,"$3,060,840"
2007,Jeff Green,"$3,058,200"
2007,Steven Hunter,"$3,024,000"
2007,Chris Duhon,"$3,024,000"
2007,Francisco Elson,"$3,000,000"
2007,Chucky Atkins,"$3,000,000"
2007,Rasual Butler,"$3,000,000"
2007,Shelden Williams,"$2,952,840"
2007,Earl Boykins,"$2,950,000"
2007,T.J. Ford,"$2,929,467"
2007,Jake Tsakalidis,"$2,900,000"
2007,Michael Finley,"$2,889,000"
2007,Michael Doleac,"$2,880,000"
2007,Josh Childress,"$2,863,920"
2007,Willie Green,"$2,800,000"
2007,Brian Scalabrine,"$2,793,103"
2007,Martell Webster,"$2,780,160"
2007,Dan Dickau,"$2,753,218"
2007,Primoz Brezec,"$2,750,000"
2007,Damien Wilkins,"$2,700,000"
2007,Eddie Griffin,"$2,700,000"
2007,Michael Sweetney,"$2,696,956"
2007,Brandon Roy,"$2,681,880"
2007,James Jones,"$2,650,000"
2007,Anthony Johnson,"$2,640,000"
2007,Jarron Collins,"$2,625,698"
2007,Luol Deng,"$2,614,440"
2007,Jarvis Hayes,"$2,564,127"
2007,Juan Dixon,"$2,550,000"
2007,Charlie Villanueva,"$2,537,880"
2007,Corey Brewer,"$2,535,720"
2007,Mickael Pietrus,"$2,535,260"
2007,Keith Bogans,"$2,510,000"
2007,Nick Collison,"$2,501,070"
2007,Fabricio Oberto,"$2,500,000"
2007,Bostjan Nachbar,"$2,500,000"
2007,Aaron McKie,"$2,500,000"
2007,Randy Foye,"$2,448,240"
2007,Luke Ridnour,"$2,425,878"
2007,Rafael Araujo,"$2,395,200"
2007,Jose Calderon,"$2,333,334"
2007,Channing Frye,"$2,325,000"
2007,Lindsey Hunter,"$2,250,000"
2007,Rudy Gay,"$2,242,920"
2007,Mark Madsen,"$2,210,000"
2007,Dikembe Mutombo,"$2,210,000"
2007,Andre Iguodala,"$2,201,640"
2007,Othella Harrington,"$2,200,000"
2007,Jackie Butler,"$2,200,000"
2007,Scot Pollard,"$2,200,000"
2007,Zarko Cabarkapa,"$2,157,097"
2007,Ike Diogu,"$2,137,200"
2007,Bonzi Wells,"$2,115,000"
2007,Patrick O'Bryant,"$2,061,720"
2007,David West,"$2,051,938"
2007,Andrew Bynum,"$2,030,280"
2007,Matt Bonner,"$2,000,000"
2007,Jake Voskuhl,"$2,000,000"
2007,DeSagana Diop,"$1,998,000"
2007,Andris Biedrins,"$1,986,960"
2007,Devean George,"$1,974,259"
2007,Sasha Pavlovic,"$1,962,206"
2007,Mouhamed Sene,"$1,958,640"
2007,Mo Williams,"$1,920,000"
2007,Robert Swift,"$1,887,600"
2007,Dahntay Jones,"$1,886,113"
2007,Boris Diaw,"$1,870,501"
2007,J.J. Redick,"$1,860,720"
2007,Zoran Planinic,"$1,854,376"
2007,Travis Outlaw,"$1,836,426"
2007,Thaddeus Young,"$1,830,720"
2007,Brian Cook,"$1,817,141"
2007,Michael Ruffin,"$1,803,600"
2007,Malik Allen,"$1,803,600"
2007,Vassilis Spanoulis,"$1,800,000"
2007,Walter Herrmann Heinrich,"$1,800,000"
2007,Sebastian Telfair,"$1,793,160"
2007,Hilton Armstrong,"$1,767,600"
2007,Ronald Murray,"$1,750,000"
2007,David Wesley,"$1,750,000"
2007,Shammond Williams,"$1,750,000"
2007,Aaron Williams,"$1,750,000"
2007,Sean May,"$1,740,720"
2007,Kris Humphries,"$1,703,520"
2007,Kendrick Perkins,"$1,689,410"
2007,Leandro Barbosa,"$1,679,733"
2007,Thabo Sefolosha,"$1,679,280"
2007,Josh Howard,"$1,667,603"
2007,Rashad McCants,"$1,653,720"
2007,Didier Ilunga-Mbenga,"$1,628,959"
2007,Maurice Evans,"$1,620,000"
2007,Al Jefferson,"$1,618,320"
2007,Clifford Robinson,"$1,600,000"
2007,Ronnie Brewer,"$1,595,400"
2007,Antoine Wright,"$1,570,920"
2007,Rodney Stuckey,"$1,569,600"
2007,Jalen Rose,"$1,540,000"
2007,Kirk Snyder,"$1,537,440"
2007,Justin Reed,"$1,529,873"
2007,Cedric Simmons,"$1,515,480"
2007,Joey Graham,"$1,492,440"
2007,Adrian Griffin,"$1,475,000"
2007,Yaroslav Korolev,"$1,470,000"
2007,Josh Smith,"$1,460,640"
2007,Rodney Carney,"$1,439,760"
2007,Danny Granger,"$1,417,800"
2007,Eddie House,"$1,400,000"
2007,J.R. Smith,"$1,387,560"
2007,Luke Walton,"$1,375,000"
2007,Shawne Williams,"$1,367,760"
2007,Keith McLeod,"$1,350,000"
2007,Gerald Green,"$1,347,000"
2007,Steve Blake,"$1,330,000"
2007,Dorell Wright,"$1,325,160"
2007,Hakim Warrick,"$1,286,280"
2007,Jameer Nelson,"$1,272,120"
2007,Quincy Douby,"$1,240,920"
2007,Julius Hodge,"$1,234,800"
2007,Jason Smith,"$1,233,840"
2007,Pavel Podkolzin,"$1,221,240"
2007,Renaldo Balkman,"$1,191,240"
2007,Jason Kapono,"$1,188,000"
2007,Matt Carroll,"$1,188,000"
2007,Nate Robinson,"$1,185,480"
2007,Eric Piatkowski,"$1,178,348"
2007,Darrell Armstrong,"$1,178,348"
2007,Victor Khryapa,"$1,172,400"
2007,Rajon Rondo,"$1,143,600"
2007,Jarrett Jack,"$1,137,960"
2007,Marcus Williams,"$1,097,880"
2007,Francisco Garcia,"$1,092,600"
2007,Delonte West,"$1,080,480"
2007,Nenad Krstic,"$1,080,480"
2007,Mikki Moore,"$1,071,225"
2007,Josh Boone,"$1,053,960"
2007,Luther Head,"$1,048,800"
2007,Tony Allen,"$1,037,280"
2007,Carlos Delfino,"$1,037,280"
2007,Kyle Lowry,"$1,011,720"
2007,Johan Petro,"$1,006,800"
2007,Kevin Martin,"$1,002,840"
2007,Jannero Pargo,"$1,000,000"
2007,Shavlik Randolph,"$1,000,000"
2007,Calvin Booth,"$998,967"
2007,Sasha Vujacic,"$973,920"
2007,Jason Maxiell,"$973,440"
2007,Shannon Brown,"$971,280"
2007,Beno Udrih,"$967,920"
2007,David Harrison,"$960,840"
2007,Anderson Varejao,"$945,600"
2007,Arron Afflalo,"$944,520"
