YEAR,PLAYER,GP,MPG,TS,AST,TO,USG,ORR,DRR,REBR,PER,VA,EWA
2006,Kenyon Martin,77,34.1,0.511,11.3,11.8,22.8,7,20.7,13.9,16.83,104.5,3.5
2006,Maceo Baston,16,6.6,0.661,0,16.5,13.9,4,21.3,12.4,16.81,5,0.2
2006,David Robinson,64,26.2,0.531,9.3,12.6,14.9,12,22.8,17.6,16.74,76.8,2.6
2006,P.J. Brown,78,33.4,0.592,15.5,10.3,13.2,11,20.7,15.6,16.73,101.8,3.4
2006,Nick Van Exel,73,27.8,0.51,23.5,9.3,21.8,2,9.4,5.7,16.7,86.1,2.9
2006,Ruben Boumtje Boumtje,2,2.5,0,50,0,10.9,24,0,12.1,16.51,0.2,0
2006,Kurt Thomas,81,31.8,0.511,11.5,9.8,20.2,7,22.2,14.5,16.46,95.4,3.2
2006,Richard Jefferson,80,36,0.563,13.8,10.7,18.3,6,14.4,10.2,16.44,127.7,4.3
2006,Marcus Camby,29,21.2,0.444,14.6,8.4,19,14,26.4,19.7,16.28,26.1,0.9
2006,Eric Piatkowski,62,21.9,0.601,11.2,9,16.9,4,9.3,6.5,16.23,58.1,1.9
2006,Troy Hudson,79,32.9,0.531,26.7,10.8,21.1,2,6,4,16.19,100.6,3.4
2006,Reggie Miller,70,30.2,0.597,17.5,6.8,16.2,1,7.8,4.6,16.17,89.5,3
2006,Bonzi Wells,75,31.9,0.505,15.5,13.5,24.2,5,14.9,9.9,16.15,100.9,3.4
2006,Charlie Ward,66,22.2,0.54,36.5,11.3,17.4,2,12.4,7.1,16.06,55.4,1.8
2006,Austin Croshere,49,12.9,0.53,17.4,8.7,17.9,7,19.9,13.7,16.04,21.4,0.7
2006,Corliss Williamson,82,25.1,0.515,8.8,10.6,22.8,8,12.3,10.3,16.04,69.8,2.3
2006,Rod Strickland,47,20.3,0.492,34.9,12.3,19.6,2,8.7,5.6,16.01,35.7,1.2
2006,Jamal Crawford,80,24.9,0.496,25.1,10.1,21.7,1,9,5.1,15.99,81.6,2.7
2006,Jalen Rose,82,40.9,0.508,16,11.5,25.6,2,9.2,5.8,15.94,136,4.5
2006,Malik Rose,79,24.5,0.538,11.7,16.1,20.4,9,20.5,15.2,15.9,63.4,2.1
2006,Speedy Claxton,30,15.7,0.509,26.8,12.5,19.8,6,8,6.9,15.89,17.2,0.6
2006,Amar'e Stoudemire,82,31.3,0.53,6,14.4,19.4,11,20.9,15.9,15.83,100.3,3.3
2006,Larry Hughes,67,31.9,0.521,17.6,11.7,19.8,4,13.4,8.5,15.82,84.9,2.8
2006,Raef LaFrentz,69,23.3,0.578,8.3,7,15.1,9,14,11.3,15.79,62.3,2.1
2006,Brent Barry,75,33.1,0.597,32.7,12.1,15.3,2,12.2,7.1,15.77,97.6,3.3
2006,David Wesley,73,37.1,0.533,16.5,8.7,20.3,2,5.9,3.8,15.74,105.9,3.5
2006,Andre Miller,80,36.4,0.495,29.1,11.2,20.3,3,9,6.1,15.65,101.1,3.4
2006,Gary Trent,80,15.3,0.549,13.5,10.4,16.8,10,16.7,13.5,15.63,37.6,1.3
2006,Ben Wallace,73,39.4,0.486,16.5,12.1,9.5,12,34.9,23.2,15.62,88.4,2.9
2006,Eric Snow,82,37.9,0.546,31.9,11.4,17.2,3,8.8,5.7,15.61,107,3.6
2006,Antoine Walker,78,41.5,0.467,16.1,11.2,25.6,3,16.7,9.9,15.57,98.2,3.3
2006,Christian Laettner,76,29.1,0.545,26.1,9.7,13.9,6,20.8,13.4,15.5,66.2,2.2
2006,Jason Richardson,82,32.9,0.501,14.5,10.5,22,4,10.4,7.5,15.5,100.7,3.4
2006,Caron Butler,78,36.6,0.502,13.3,12,21.2,5,10.9,8,15.46,105.9,3.5
2006,Desmond Mason,80,34.5,0.502,11.5,8.1,19.4,6.5,15.9,11.1,15.4,101.1,3.4
2006,Troy Murphy,79,31.8,0.526,9.7,10.2,15.7,10,24.3,17.1,15.38,72.8,2.4
2006,Mark Strickland,4,3.3,0.4,0,16.7,18.2,42,17,29.7,15.36,0.4,0
2006,Scottie Pippen,64,29.9,0.52,25.7,14.8,19.6,4,14,8.8,15.36,69.3,2.3
2006,Tim Hardaway,10,12.7,0.483,28,12.8,21.8,1,12.1,6.6,15.36,4.3,0.1
2006,Vlade Divac,80,29.8,0.519,23,12.8,16.1,7,17.8,12.9,15.25,82.6,2.8
2006,Mike Miller,65,33.6,0.537,13.8,10.1,19.7,2.4,15.7,8.9,15.23,77.1,2.6
2006,Cuttino Mobley,73,41.7,0.537,13.3,10.6,19.2,3,8.6,5.7,15.21,107.1,3.6
2006,Drew Gooden,70,26.8,0.503,7.5,13.6,20.7,9.9,17.6,13.7,15.21,51.8,1.7
2006,Oscar Torres,17,6.4,0.592,5.4,14.3,19,3,8.7,5.9,15.19,3.6,0.1
2006,Latrell Sprewell,74,38.6,0.497,19.2,10,21.1,2,10.1,5.9,15.18,99.9,3.3
2006,Voshon Lenard,63,30.6,0.502,12.6,9,22,3,10.1,6.3,15.17,67.2,2.2
2006,Eddie Griffin,77,24.5,0.462,9.8,8.6,17.9,9,19.2,14.1,15.13,51.2,1.7
2006,Tyson Chandler,75,24.4,0.565,9.2,16.4,16.5,10,20.6,15.5,15.11,61.5,2
2006,Lee Nailon,38,10.7,0.494,9.6,11.8,25.1,9,11.3,10.1,15.06,13.8,0.5
2006,Etan Thomas,38,13.5,0.55,1.5,16.4,16,16,22,19,15.01,16.9,0.6
2006,Erick Dampier,82,24.1,0.543,7.3,14.2,14.6,13,15.7,14.6,14.96,64.3,2.1
2006,Rafer Alston,47,20.9,0.51,30.2,13.5,21.1,2,10.4,6.2,14.89,28.4,0.9
2006,Lamar Odom,49,34.3,0.519,17.7,13.9,21,4,17.9,11,14.88,42.4,1.4
2006,Jerome Williams,71,33,0.525,11.2,11.5,13.6,11,21.2,15.8,14.84,58.4,1.9
2006,Brian Grant,82,32.2,0.552,10.4,12.9,14.6,10,26.8,18.3,14.83,65.5,2.2
2006,Stephen  Jackson,80,28.2,0.526,14.6,14,20.4,4,10.8,7.4,14.73,71.2,2.4
2006,Tim Thomas,80,29.5,0.527,8.2,10.7,20.2,5,14.6,9.7,14.71,56.5,1.9
2006,Jamaal Magloire,82,29.8,0.541,8.6,15.5,16,12,22.3,17.2,14.7,74.7,2.5
2006,Derrick Coleman,64,27.2,0.525,11.5,12.7,16,10,20.5,15.2,14.69,41.4,1.4
2006,Antonio Davis,53,35.7,0.483,12.9,11.6,19.8,8,19.3,13.1,14.68,44.9,1.5
2006,Doug Christie,80,33.9,0.59,32.6,12.5,12.7,3,10.6,6.8,14.67,84.3,2.8
2006,Carlos Arroyo,44,6.5,0.51,26.3,14.9,23.6,5,6.1,5.5,14.59,7.7,0.3
2006,Darrell Armstrong,82,28.7,0.53,26.7,13.2,16.5,4,10.2,7.2,14.58,62.8,2.1
2006,Marko Jaric,66,20.9,0.498,24.5,13.1,19,3,10.2,6.6,14.56,36.6,1.2
2006,Earl Watson,79,17.3,0.505,30.3,11.9,17,4,9.6,6.8,14.52,35.9,1.2
2006,Manu Ginobili,69,20.7,0.556,19.4,14.1,17.5,4,8.8,6.5,14.48,42.5,1.4
2006,Nene ,80,28.2,0.545,13.6,16.5,17.7,10,15.3,12.7,14.48,50.2,1.7
2006,Howard Eisley,82,27.4,0.552,35,11.8,17.4,1,8.7,4.9,14.47,58.1,1.9
2006,Bob Sura,55,20.5,0.51,27.1,12.6,18.2,6,10.2,7.9,14.46,29.2,1
2006,Rasho Nesterovic,77,30.4,0.536,11.2,9.7,15.9,7,16.9,12.2,14.44,66.9,2.2
2006,Mehmet Okur,72,19,0.514,11.5,10.7,17.6,10,19.2,14.5,14.43,29.9,1
2006,Jason Collier,13,8,0.488,2.5,5,15.5,14,18.4,16.1,14.41,3,0.1
2006,Kenny Thomas,66,30,0.517,12.8,13.3,18.4,10.9,20.4,15.6,14.4,42.8,1.4
2006,Ruben Patterson,78,21.2,0.53,12.2,14.1,18.8,9,10.5,9.6,14.36,47.7,1.6
2006,Shane Battier,78,30.6,0.597,13,8.4,12.1,6,10.1,8.1,14.35,68.5,2.3
2006,Brian Skinner,77,17.9,0.574,3.9,12.8,13.6,11,19.9,15.6,14.24,28.2,0.9
2006,Lorenzen Wright,70,28.3,0.489,8,11,18.9,10,20,15,14.21,40.1,1.3
2006,Todd MacCulloch,42,19.3,0.548,6.1,10.7,15.4,9,19.1,14.2,14.12,21.3,0.7
2006,Robert Traylor,69,12.3,0.486,13.2,14,16.5,15,21.3,17.9,14.1,16.5,0.5
2006,Tony Battie,67,25.1,0.578,9.5,9.3,11.6,10,19.7,14.6,14.07,32.3,1.1
2006,Kelvin Cato,73,17.1,0.535,5.2,14.5,12.3,12,26.7,19.8,14.07,32.3,1.1
2006,Eduardo Najera,48,23,0.59,13.8,6.7,11.1,9,13.3,11.1,14.02,20.7,0.7
2006,Erick Strickland,71,18,0.547,28.8,13.5,18.3,2,10.5,6.4,13.94,28,0.9
2006,Lucious Harris,77,25.6,0.494,15,6.9,18.6,4,9.8,6.7,13.93,50.5,1.7
2006,Kenny Anderson,61,18.6,0.457,29.1,11,20.7,3.2,10.6,6.8,13.92,24.7,0.8
2006,Adonal Foyle,82,21.8,0.563,7.4,14.6,10.2,11,18.5,14.6,13.92,44.3,1.5
2006,Kevin Ollie,82,23.1,0.514,33,8.2,14,1.5,9.8,5.6,13.89,41,1.4
2006,Wesley Person,66,29.4,0.565,13.8,6.9,14.9,1,9.6,5.6,13.86,48.7,1.6
2006,Brian Cardinal,5,3,0.41,14.5,14.5,17.1,24,15.8,19.7,13.85,0.3,0
2006,Elden Campbell,56,15.5,0.483,11.2,11,20.9,6.2,18.2,12.1,13.81,20.8,0.7
2006,Robert Pack,28,15.7,0.473,29.5,14.6,20.3,3,10.7,6.7,13.8,9.2,0.3
2006,Dion Glover,76,24.9,0.512,14.6,11.2,18.5,4,12.8,8.5,13.79,46.4,1.5
2006,Tony Delk,67,28,0.547,18,8.5,15.3,2,11.9,7,13.79,38.9,1.3
2006,Joe Smith,54,20.7,0.524,8.1,9.2,15.6,12,15.7,13.7,13.67,18.1,0.6
2006,Zeljko Rebraca,30,16.3,0.596,4.4,14.2,17.1,6,16,11.2,13.65,11.1,0.4
2006,Jahidi White,16,14.4,0.523,2.7,12,13.2,19,18.6,18.8,13.64,5.2,0.2
2006,Jerome Moiso,51,12.6,0.542,8.6,17.9,15.3,11,21.7,16.1,13.62,14.5,0.5
2006,Clarence Weatherspoon,79,25.6,0.522,10.8,10,11.6,12,22.8,17.4,13.58,31.4,1
2006,Jamaal Tinsley,73,30.6,0.468,40.7,14.3,17.4,3,9.9,6.5,13.53,42.3,1.4
2006,James Posey,83,30.3,0.519,15.5,12.1,21.2,4.1,15.4,9.8,13.53,56.9,1.9
2006,Aaron McKie,80,29.7,0.497,25,9.8,15.5,3,14.5,8.7,13.52,53.6,1.8
2006,Shandon Anderson,82,21.1,0.553,10.6,13.9,17.7,4,13.2,8.6,13.52,39,1.3
2006,Dale Davis,78,29.3,0.566,13.9,10.5,11,12,17.5,14.9,13.5,34,1.1
2006,Scot Pollard,23,14.1,0.497,4.8,12,14.2,16,18.8,17.5,13.49,7,0.2
2006,Rick Brunson,17,11.5,0.543,33.2,15.7,16.7,2,8.3,5.4,13.45,3.6,0.1
2006,Kwame Brown,80,22.2,0.496,7.6,14.4,16.9,9,19.9,14.2,13.4,37,1.2
2006,Tyronn Lue,75,26.5,0.523,27.4,8,16.3,1,7.6,4.4,13.34,34.7,1.2
2006,Vladimir Radmanovic,72,26.5,0.508,10.7,11,18.3,5,15.5,10,13.32,40.2,1.3
2006,Marc Jackson,77,13.5,0.508,7.2,11.6,18.5,10,14.7,12.2,13.32,14.1,0.5
2006,Jamison Brewer,10,8,0.525,40,13.3,16.4,7,5.5,6.3,13.29,1.4,0
2006,Penny Hardaway,58,30.6,0.499,23.6,14.6,18.8,4,12.3,8.2,13.26,36.5,1.2
2006,J.R. Bremer,64,23.5,0.515,22.3,8,16.7,1,9.8,5.5,13.2,24.7,0.8
2006,Antonio Daniels,67,13,0.572,25.3,9.5,13.1,2,8.4,5,13.16,14.1,0.5
2006,Morris Peterson,82,36,0.488,12.6,8.5,18.9,4,10.7,7,13.13,57.8,1.9
2006,Chris Andersen,59,15.4,0.44,7.3,13.7,18.4,13,22.3,17.6,13.12,11,0.4
2006,Jonathan Bender,46,17.8,0.521,11.2,11.2,16.8,6,12.2,9.1,13.1,15.9,0.5
2006,Avery Johnson,48,9,0.467,24.6,11.1,19.9,3,5.4,4,13.09,6.7,0.2
2006,Keon Clark,80,22.3,0.528,11.7,13.8,13.5,9,17.9,13.6,13.08,21,0.7
2006,Horace Grant,5,17,0.52,21.2,3,13,3,8.3,5.4,12.96,1.5,0
2006,Theo Ratliff,81,31.1,0.512,8.1,15.2,13.5,7,19.7,13.7,12.96,44.3,1.5
2006,Quentin Richardson,59,23.2,0.46,7.3,8.9,19.8,8,15.1,11.6,12.93,24.8,0.8
2006,Chris Mills,21,12.5,0.443,15.1,6.9,19.3,8,12.5,10.2,12.9,4.7,0.2
2006,Eddie House,55,18.6,0.447,14.7,7.8,21.7,2,9.7,5.7,12.84,17.9,0.6
2006,Jay Williams,75,26.1,0.472,27.4,13.4,20.7,2,9.3,5.5,12.8,29.2,1
2006,Predrag Drobnjak,82,24.2,0.459,8.7,6.6,19.4,6,12.6,9.5,12.77,32.2,1.1
2006,Eric Williams,82,28.7,0.538,15.1,10.4,14.3,7,11.8,9.2,12.77,22.3,0.7
2006,Cherokee Parks,30,21.6,0.523,9.6,8.2,12.6,8,14.9,11.5,12.76,6.1,0.2
2006,Mamadou N'diaye,22,16.5,0.514,4.8,14.5,15.6,9,17.3,12.8,12.76,5.9,0.2
2006,Clifford Robinson,81,34.9,0.477,18.3,10.8,19.2,3,10.1,6.7,12.76,26.5,0.9
2006,Gordan Giricek,76,28.3,0.529,11.8,12.4,17.5,1.9,10.7,6.3,12.75,36.1,1.2
2006,Vladimir Stepania,79,20.2,0.454,4.1,11.9,14.7,15,25.6,20.1,12.74,25.5,0.9
2006,Mike Dunleavy,82,15.9,0.505,16.2,13.2,17.2,5,11.9,8.7,12.73,21.8,0.7
2006,Shammond Williams,78,24.1,0.503,26.5,11.4,16,1.4,9.3,5.2,12.67,23.5,0.8
2006,Mark Jackson,82,17.9,0.473,40.3,16.3,18.9,3,11.3,7.3,12.62,17.8,0.6
2006,Jim Jackson,63,20.8,0.501,17.2,11.7,17.7,7,13.8,10.7,12.62,20.7,0.7
2006,Chris Mihm,52,15.6,0.462,6.8,11.7,18.7,13,19.5,16,12.61,12.1,0.4
2006,Damon Stoudamire,59,22.3,0.46,27.9,11.2,18.4,4,10.6,7.1,12.6,15.7,0.5
2006,Sean Lampley,35,13.9,0.512,14,11.3,17.1,6,13.9,9.8,12.58,7.5,0.3
2006,Al Harrington,82,30.1,0.493,9.6,12.5,19.7,7,15.7,11.6,12.54,19.2,0.6
2006,Bobby Simmons,36,10.5,0.471,12.9,5.1,15.5,10,13.8,12,12.52,5.7,0.2
2006,Brendan Haywood,81,23.8,0.561,5.4,12,11.2,12,13,12.4,12.51,27.6,0.9
2006,Steven Hunter,33,13.5,0.531,4.2,10.5,12.2,9,14.5,11.9,12.41,3,0.1
2006,Mike James,78,22.1,0.469,24.6,10.8,20.2,2,8.5,5,12.39,17.9,0.6
2006,Gerald Wallace,47,12.1,0.51,8.1,15.6,17.9,8,16,12,12.37,8,0.3
2006,Glen Rice,62,24.7,0.563,10.6,9,15.3,2,9.3,5.8,12.33,20.9,0.7
2006,Mike Batiste,75,16.6,0.476,8.3,11,18.6,7,15.6,11.6,12.3,14,0.5
2006,Jumaine Jones,80,27.6,0.525,11.6,11.1,15.6,5,15.5,10.3,12.29,29.4,1
2006,Monty Williams,21,13.1,0.489,19,12.4,17.3,5,14.3,9.6,12.25,3.6,0.1
2006,Jerome James,51,15,0.506,7.2,20,19.2,12,21.5,16.6,12.24,9.4,0.3
2006,George Lynch,81,18.5,0.464,19,9.5,13,11,16.8,13.7,12.21,19,0.6
2006,Steve Smith,53,19.5,0.528,15.4,9.5,16,2,8.4,5.6,12.19,13,0.4
2006,Michael Bradley,67,19.6,0.492,13.8,15.6,13.6,13,22.4,17.7,12.19,6.7,0.2
2006,Hedo Turkoglu,67,17.5,0.509,15.1,8.7,16.8,3,13.3,8.6,12.18,14.7,0.5
2006,Chris Wilcox,46,10.4,0.528,10,12.4,16.2,8,16.9,12.3,12.16,2.4,0.1
2006,ZhiZhi Wang,41,10,0.485,4.4,13.6,21.4,7,13.9,10.6,12.15,4.8,0.2
2006,Scott Padgett,82,16.1,0.496,13.7,11.2,17.6,8,16.7,12.5,12.15,6.4,0.2
2006,Jelani McCoy,67,20.4,0.507,7.3,16.3,16.6,8,22.6,14.8,12.14,6.5,0.2
2006,Donnell Harvey,77,20.9,0.486,11.7,14.4,19.5,9,21.6,14.8,12.1,7.2,0.2
2006,Joe Johnson,82,27.5,0.472,18,9.2,18.1,3,10.5,6.6,12.1,26.9,0.9
2006,Derek Fisher,82,34.5,0.52,24.4,7.7,14.2,2,8,4.8,12.1,23.1,0.8
2006,Tariq Abdul-Wahad,14,14.6,0.47,23.7,7.9,14.4,8,14,10.8,12.07,2.4,0.1
2006,Moochie Norris,82,16.8,0.47,29.6,13,15.8,3,10,6.7,12.07,10.9,0.4
2006,Rick Fox,76,28.7,0.523,24.7,11.8,15.4,3,13.5,8.3,12.01,24.6,0.8
2006,Kevin Willis,71,11.8,0.506,6.4,15.9,17.4,12,18.8,15.6,11.98,8.7,0.3
2006,Soumaila Samake,13,5.9,0.442,13,6.5,14.4,14,19.2,16.8,11.95,0.8,0
2006,Tayshaun Prince,42,10.4,0.546,14.1,12.3,14.9,1,11.1,6.1,11.94,4.7,0.2
2006,Maurice Taylor,67,20.6,0.472,8.7,13.1,21.4,8,11.7,10,11.92,4.3,0.1
2006,Juan Dixon,42,15.4,0.464,10.7,11.3,22.1,2,10.8,6.6,11.88,6.7,0.2
2006,Dajuan Wagner,47,29.5,0.466,14.6,9.5,22.5,2,5.1,3.3,11.88,14.3,0.5
2006,Damon Jones,49,14.5,0.505,24.6,7.1,14.6,2,8.5,5.3,11.86,4.5,0.2
2006,Tremaine Fowlkes,37,15.5,0.533,11.7,10.2,12.6,8,12.2,10.2,11.85,1.5,0.1
2006,Terence Morris,49,12.9,0.5,10.6,12.3,14.2,7,15.7,11.7,11.83,4.9,0.2
2006,Smush Parker,66,16.7,0.523,23.7,19.4,20.2,3,9.3,6,11.81,6.7,0.2
2006,Lindsey Hunter,29,23.2,0.434,15.8,12.6,24.3,2,7.8,5,11.81,6.6,0.2
2006,Othella Harrington,74,25,0.563,9.4,13.6,13.4,10,20.2,15.1,11.8,4.2,0.1
2006,Travis Best,72,25.1,0.473,25.5,10.6,19,2,8,4.7,11.79,10.7,0.4
2006,Robert Horry,80,29.3,0.488,26.5,12.7,12.2,9,16.1,12.3,11.77,4.7,0.2
2006,Nazr Mohammed,35,12.7,0.452,2.9,12,18.3,13,20.2,16.5,11.7,3.7,0.1
2006,Steve Kerr,75,12.7,0.552,18.6,9.3,14,2,5.6,3.7,11.69,6.3,0.2
2006,Tito Maddox,9,3.9,0.354,21.3,12.8,23.6,3,19.3,11.5,11.6,0.2,0
2006,Dean Oliver,15,6.2,0.338,35.1,15.3,20.8,9,9.1,9.2,11.59,0.6,0
2006,Ryan Bowen,62,16.1,0.519,17.3,13.8,11.1,9,9.7,9.2,11.59,8.1,0.3
2006,Rodney Rogers,68,19.2,0.483,15.4,13.1,18.9,5,17.7,11.5,11.55,10.2,0.3
2006,Walt Williams,66,17.6,0.5,12.9,7.7,14.2,5,14.6,9.8,11.54,6.4,0.2
2006,Ira Newble,73,26.5,0.557,14.7,10.2,12.6,5,10.5,8,11.46,13.9,0.5
2006,Lawrence Funderburke,27,8.5,0.466,8.6,6.4,14.7,8,16.9,12.9,11.45,-0.1,0
2006,Aaron Williams,81,19.7,0.504,13.2,12.7,15.2,10,13.9,11.8,11.34,8.8,0.3
2006,Alan Henderson,82,18.2,0.508,8.4,12.5,12.4,12,17.8,15.2,11.31,-2.1,-0.1
2006,Brevin Knight,55,16.9,0.442,40.8,16.5,17.6,2,7.9,4.9,11.31,2.1,0.1
2006,Qyntel Woods,53,6.3,0.505,7.4,14.2,18.8,5,13.7,9.6,11.28,1.9,0.1
2006,Anthony Johnson,66,12.8,0.512,22,10.5,15.7,2,8.8,5.3,11.23,1.5,0
2006,Anthony Peeler,82,27.4,0.499,25.5,8.6,14,2,9.9,6.1,11.22,12.1,0.4
2006,Nate Huffman,7,10.9,0.403,13.7,8.2,17.7,13,21.9,17.2,11.22,0.4,0
2006,Bo Outlaw,80,22.5,0.574,21.7,14.7,9.8,8,14.8,11.6,11.22,-3.8,-0.1
2006,Pat Garrity,81,31.9,0.551,12.3,7.8,13.7,3,10.7,6.8,11.19,-5.9,-0.2
2006,Shawn Kemp,79,20.7,0.468,7.5,14,16.6,10,21.9,15.8,11.19,7.1,0.2
2006,Devean George,71,22.7,0.485,13.9,9.8,14.7,6,13.7,10,11.18,8.2,0.3
2006,Anthony Mason,65,32.6,0.524,28.5,10.8,11.3,5,18.1,11.5,11.13,5.3,0.2
2006,LaPhonso Ellis,55,14.3,0.476,4.5,9.2,17.3,6,17.1,11.6,11.08,1.6,0.1
2006,Kendall Gill,82,25.2,0.477,15.4,10.7,17.4,3,10.5,6.8,11.07,8.8,0.3
2006,Greg Buckner,75,20.2,0.519,16.2,10.5,13.9,5,11.4,8.4,11.06,6.3,0.2
2006,Eddie Robinson,64,21.2,0.531,14.3,11.3,12,6,10,8.2,11.03,5.3,0.2
2006,Adrian Griffin,74,18.6,0.463,20.9,9.3,12.4,7,14.1,10.6,10.98,4.9,0.2
2006,Chucky Atkins,65,21.5,0.475,23.7,10.4,18.7,2,6.5,4.1,10.97,-0.3,0
2006,Samaki Walker,67,18.6,0.465,14.6,12.8,12.5,10,23.1,16.7,10.89,-5.7,-0.2
2006,Jeff Foster,77,10.4,0.394,17.5,11.7,12.7,17,22,19.5,10.88,0.5,0
2006,Jared Jeffries,20,14.6,0.521,14.2,18.6,14.4,10,13,11.7,10.86,-1.4,0
2006,Lonny Baxter,55,12.4,0.521,5.1,14.7,17.3,11,16,13.4,10.82,-3.5,-0.1
2006,Primoz Brezec,22,5,0.449,6.9,12.1,19.7,13,9.9,11.6,10.79,0.2,0
2006,Tom Gugliotta,27,16.6,0.474,15.7,15.7,15.8,6,19.1,12.6,10.78,-2.4,-0.1
2006,Jacque Vaughn,80,21.1,0.508,29.2,12.2,14.8,2,6.4,4,10.69,-3.9,-0.1
2006,Jake Voskuhl,65,14.6,0.604,12.4,16.6,11.1,11,15.4,13.4,10.67,0.5,0
2006,Dan Dickau,50,10.3,0.504,26.6,16.6,20.4,2,7.2,4.8,10.67,-1.3,0
2006,Dikembe Mutombo,24,21.4,0.445,9.1,16.3,15.1,12,22,17,10.63,0.1,0
2006,Michael Olowokandi,36,38,0.457,7.5,15.6,17.3,5,22.3,13.6,10.55,-0.5,0
2006,Jeff McInnis,75,17.5,0.477,24.4,10.8,18.2,2,6.9,4.5,10.54,-4.5,-0.2
2006,Brian Shaw,72,12.5,0.467,24.3,12.7,15.6,2,12.5,7.4,10.52,-1.9,-0.1
2006,Jason Caffey,51,17.5,0.501,9.8,14.4,16.4,9,14.2,11.5,10.48,-2.2,-0.1
2006,Anthony Carter,49,18.6,0.39,37.7,15,18.4,1,9.3,5.3,10.45,-3.8,-0.1
2006,Walter McCarty,82,23.8,0.54,16.7,10.6,11.6,4,13.4,8.4,10.45,-15.3,-0.5
2006,Efthimios Rentzias,35,4.1,0.413,9.5,5.4,19.2,8,13.3,10.6,10.44,-0.2,0
2006,Melvin Ely,52,15.4,0.54,5.3,17.6,13.6,9,15.4,12.3,10.38,-1.3,0
2006,Rodney White,72,21.7,0.469,12.5,16.1,22.8,3,13.3,7.9,10.37,-1.5,-0.1
2006,Greg Ostertag,81,23.8,0.531,9.6,18.2,11.3,12,19.6,15.8,10.33,-3.9,-0.1
2006,Rasual Butler,72,21,0.437,11.8,9.8,19.9,2,12.3,7.1,10.27,-2.6,-0.1
2006,Andrew DeClercq,77,17.2,0.562,11.3,18.2,12.5,12,17.5,14.6,10.27,-3.3,-0.1
2006,Keyon Dooling,55,17.6,0.494,17.7,11.9,18.2,1,7.3,4.2,10.27,-5.3,-0.2
2006,Slava Medvedenko,58,10.7,0.46,5.4,11.1,20.3,12,13.7,12.8,10.27,-5.7,-0.2
2006,Dan Gadzuric,49,15.5,0.498,4.4,13.1,10.6,10,20.3,15.2,10.06,-3,-0.1
2006,Courtney Alexander,66,20.6,0.459,11,9.5,19.8,3,6.8,5,10.04,-4.6,-0.2
2006,Malik Allen,80,29,0.455,5.3,12.5,17.7,6,14.9,10.6,10,-26,-0.9
2006,Bryce Drew,13,6.1,0.352,26.8,7.3,17.3,6,13.4,9.6,9.99,-0.6,0
2006,Vin Baker,52,18.1,0.531,8.4,17.7,13.8,11,13.3,11.9,9.95,-10.9,-0.4
2006,Pepe Sanchez,9,4.1,0,53.3,13.3,11,13,6.5,9.6,9.94,-0.2,0
2006,Mark Blount,81,17.3,0.491,9.9,18.2,10.7,8.8,16.9,12.6,9.93,-7.1,-0.2
2006,Darius Miles,67,30,0.435,16.5,16.7,18.2,6,14.2,10.1,9.89,-9.2,-0.3
2006,Marcus Haislip,39,11.3,0.474,4.5,10.5,17.7,6,8.5,7,9.85,-3.1,-0.1
2006,Michael Dickerson,6,14.5,0.553,19.9,14.9,15.7,1,6.4,3.9,9.84,-0.6,0
2006,Chris Whitney,51,20.6,0.468,24.4,11.9,15.7,0.3,7.4,3.7,9.83,-9.2,-0.3
2006,Fred Hoiberg,63,12.4,0.486,28.8,10.3,9.8,2,17.5,9.7,9.74,-4.4,-0.1
2006,Ron Mercer,72,23.2,0.439,14,6.8,17.2,2,8,5.2,9.73,-9.6,-0.3
2006,Jake Tsakalidis,33,16.5,0.502,6.5,13,14,9,16.2,12.7,9.68,-3.7,-0.1
2006,Calbert Cheaney,81,29,0.514,17.1,11.3,14.6,4,10.5,7.3,9.67,-14.5,-0.5
2006,Casey Jacobsen,72,15.9,0.493,14.6,11,15.7,3,5.4,4.1,9.66,-7.2,-0.2
2006,Matt Maloney,14,7.4,0.441,34.6,10.2,14.7,1,6.4,3.9,9.56,-1,0
2006,Dan Langhi,60,9,0.434,8.5,6.5,17.2,4,14.3,9.1,9.53,-8,-0.3
2006,Loren Woods,38,9.3,0.455,14.6,17.7,13.1,9,21.3,15.2,9.51,-2.9,-0.1
2006,John Salmons,64,7.9,0.502,22.7,14,13.9,4,10.2,6.9,9.41,-4.1,-0.1
2006,Vincent Yarbrough,59,23.4,0.446,19.5,12.2,16.8,3,11.2,6.8,9.36,-14.9,-0.5
2006,Mike Wilks,46,15,0.436,31.9,9.7,13.6,3.4,8.2,5.9,9.29,-8.8,-0.3
2006,Calvin Booth,47,12.2,0.494,6.9,12.7,11.9,6,16,11.2,9.28,-5.7,-0.2
2006,Igor Rakocevic,42,5.8,0.528,25.4,17.7,17.5,2,5.9,3.9,9.27,-2.8,-0.1
2006,Stacey Augmon,70,12.3,0.474,20.7,12,13.5,3,12.7,8,9.24,-8.1,-0.3
2006,Jason Collins,81,23.5,0.521,14.2,13.8,11.6,8,13.9,11.1,9.24,-19.4,-0.6
2006,Reggie Evans,67,20.4,0.51,11.6,17.7,8.2,14,24.3,19.2,9.19,-23.5,-0.8
2006,Jermaine Jackson,53,10.5,0.451,30.6,14,11.9,3.9,7.8,5.8,9.14,-7.7,-0.3
